GUID,GEOGID,GEOGDESC,T3_1YES,T3_1NO,T3_1NS,T3_1T,T3_2DIM,T3_2DIDOM,T3_2DIWOM,T3_2DILOOM,T3_2DINOM,T3_2DOESM,T3_2WOESM,T3_2LOOESM,T3_2NOESM,T3_2NSM,T3_2ALLM,T3_2DIF,T3_2DIDOF,T3_2DIWOF,T3_2DILOOF,T3_2DINOF,T3_2DOESF,T3_2WOESF,T3_2LOOESF,T3_2NOESF,T3_2NSF,T3_2ALLF,T3_2DIT,T3_2DIDOT,T3_2DIWOT,T3_2DILOOT,T3_2DINOT,T3_2DOEST,T3_2WOEST,T3_2LOOEST,T3_2NOEST,T3_2NST,T3_2ALLT
2AE1962923A713A3E055000000000001,ED3409_27012,Killallaghtan,214,207,19,440,36,0,0,0,0,0,1,32,39,0,108,21,1,0,0,0,3,5,43,33,0,106,57,1,0,0,0,3,6,75,72,0,214
2AE1962922F713A3E055000000000001,ED3409_27013,Killoran,112,132,11,255,23,0,0,0,0,0,1,15,17,0,56,15,0,0,0,0,0,4,17,20,0,56,38,0,0,0,0,0,5,32,37,0,112
2AE19629230613A3E055000000000001,ED3409_27014,Killure,308,386,8,702,58,0,0,2,1,1,5,37,33,0,137,45,0,0,0,0,2,17,63,43,1,171,103,0,0,2,1,3,22,100,76,1,308
2AE19629231613A3E055000000000001,ED3409_27015,Kilmacshane,89,129,7,225,14,0,0,0,0,0,4,8,11,1,38,21,0,0,0,0,0,3,13,13,1,51,35,0,0,0,0,0,7,21,24,2,89
2AE19629233D13A3E055000000000001,ED3409_27016,Kiltormer,185,267,21,473,18,0,0,0,1,0,2,30,22,2,75,23,0,0,1,0,1,6,48,26,5,110,41,0,0,1,1,1,8,78,48,7,185
2AE19629234D13A3E055000000000001,ED3409_27017,Kylemore,58,87,3,148,4,0,1,0,0,0,2,10,6,0,23,10,0,1,0,0,0,2,13,8,1,35,14,0,2,0,0,0,4,23,14,1,58
2AE19629235813A3E055000000000001,ED3409_27018,Laurencetown,115,220,4,339,14,0,0,0,1,0,3,21,14,1,54,16,0,0,0,0,1,2,25,17,0,61,30,0,0,0,1,1,5,46,31,1,115
2AE19629238013A3E055000000000001,ED3409_27019,Lismanny,107,135,3,245,10,1,0,0,0,4,3,20,9,0,47,19,3,0,0,0,0,8,23,6,1,60,29,4,0,0,0,4,11,43,15,1,107
2AE1962922DE13A3E055000000000001,ED3409_27020,Oatfield,209,197,8,414,28,0,1,1,0,3,2,37,14,1,87,47,0,0,0,0,4,4,45,21,1,122,75,0,1,1,0,7,6,82,35,2,209
2AE19629208C13A3E055000000000001,ED3409_27021,Ballynakill,105,303,21,429,10,0,0,0,0,3,4,15,5,0,37,22,0,0,0,0,4,4,20,16,2,68,32,0,0,0,0,7,8,35,21,2,105
2AE1962920A613A3E055000000000001,ED3409_27022,Binn an Choire,52,146,25,223,3,0,0,0,0,2,1,15,3,1,25,0,0,0,0,0,1,6,18,2,0,27,3,0,0,0,0,3,7,33,5,1,52
2AE1962920B113A3E055000000000001,ED3409_27023,Bunowen,120,267,19,406,12,0,0,0,0,3,4,19,12,1,51,18,0,1,0,0,0,4,28,16,2,69,30,0,1,0,0,3,8,47,28,3,120
2AE1962920F413A3E055000000000001,ED3409_27024,Cleggan,80,182,6,268,8,0,0,0,0,2,4,20,2,0,36,9,0,0,0,0,0,2,23,10,0,44,17,0,0,0,0,2,6,43,12,0,80
2AE1962920F513A3E055000000000001,ED3409_27025,Clifden,674,"1,333",88,"2,095",79,2,0,1,0,21,30,137,46,1,317,106,1,2,3,1,13,29,140,61,1,357,185,3,2,4,1,34,59,277,107,2,674
2AE19629230013A3E055000000000001,ED3409_27026,Cushkillary,116,189,10,315,22,0,0,0,0,1,13,15,6,1,58,33,0,0,0,0,5,7,13,0,0,58,55,0,0,0,0,6,20,28,6,1,116
2AE19629231413A3E055000000000001,ED3409_27029,Doonloughan,22,51,9,82,5,0,0,0,0,0,1,2,3,0,11,3,0,0,0,0,0,2,4,2,0,11,8,0,0,0,0,0,3,6,5,0,22
2AE19629232C13A3E055000000000001,ED3409_27030,Errislannan,61,138,13,212,8,0,0,0,0,0,3,12,1,0,24,12,0,1,0,0,1,0,14,9,0,37,20,0,1,0,0,1,3,26,10,0,61
2AE19629236713A3E055000000000001,ED3409_27031,An Uillinn,70,21,1,92,11,0,0,0,0,10,9,13,1,0,44,6,0,0,0,0,5,4,8,3,0,26,17,0,0,0,0,15,13,21,4,0,70
2AE19629236813A3E055000000000001,ED3409_27032,Inishbofin,43,110,15,168,3,1,0,0,0,2,0,5,7,0,18,7,0,0,0,0,0,3,11,4,0,25,10,1,0,0,0,2,3,16,11,0,43
2AE19629234C13A3E055000000000001,ED3409_27033,An Cnoc Bu�,692,78,9,779,71,41,2,0,0,191,13,12,3,2,335,82,40,3,0,0,186,22,18,3,3,357,153,81,5,0,0,377,35,30,6,5,692
2AE1962922DD13A3E055000000000001,ED3409_27034,Ma�ros,178,159,5,342,16,1,1,0,0,9,13,40,5,2,87,9,5,0,0,0,12,15,38,12,0,91,25,6,1,0,0,21,28,78,17,2,178
2AE1962922E113A3E055000000000001,ED3409_27035,Abhainn Ghabhla,231,22,4,257,20,11,0,0,0,77,10,11,1,3,133,18,12,0,0,0,52,7,6,0,3,98,38,23,0,0,0,129,17,17,1,6,231
2AE1962922FA13A3E055000000000001,ED3409_27036,Rinvyle,354,810,24,"1,188",42,1,0,1,0,6,14,66,25,2,157,62,6,0,0,0,10,13,70,35,1,197,104,7,0,1,0,16,27,136,60,3,354
2AE1962922FC13A3E055000000000001,ED3409_27037,Cloch na R�n,154,250,7,411,17,0,0,0,0,0,6,35,11,1,70,14,0,0,0,0,8,10,34,16,2,84,31,0,0,0,0,8,16,69,27,3,154
2AE19629230B13A3E055000000000001,ED3409_27038,Sillerna,119,259,4,382,12,0,0,0,0,3,6,20,13,0,54,13,0,0,0,0,3,3,33,12,1,65,25,0,0,0,0,6,9,53,25,1,119
2AE19629230C13A3E055000000000001,ED3409_27039,Scainimh,556,38,8,602,48,32,1,0,0,179,14,7,1,4,286,58,55,1,1,0,136,11,8,0,0,270,106,87,2,1,0,315,25,15,1,4,556
2AE19629204F13A3E055000000000001,ED3409_27040,Eanach Dh�in,995,783,33,"1,811",150,6,0,1,0,24,42,183,82,2,490,146,9,2,0,0,18,51,175,99,5,505,296,15,2,1,0,42,93,358,181,7,995
2AE19629205113A3E055000000000001,ED3409_27041,Aughrim,600,626,13,"1,239",106,4,0,0,0,9,12,90,61,2,284,105,0,2,0,0,8,19,111,69,2,316,211,4,2,0,0,17,31,201,130,4,600
2AE19629206913A3E055000000000001,ED3409_27042,Baile an Teampaill (Part Rural),714,694,16,"1,424",84,5,1,0,3,17,17,111,76,4,318,110,7,2,1,0,12,32,146,84,2,396,194,12,3,1,3,29,49,257,160,6,714
2AE19629207F13A3E055000000000001,ED3409_27043,Ballynacourty,646,479,12,"1,137",64,0,1,4,1,3,15,133,77,3,301,97,1,0,3,0,4,23,142,74,1,345,161,1,1,7,1,7,38,275,151,4,646
2AE19629209813A3E055000000000001,ED3409_27044,Bearna (Part Rural),"2,358","1,168",60,"3,586",337,18,6,4,1,95,97,421,147,10,"1,136",376,20,10,2,1,96,119,428,161,9,"1,222",713,38,16,6,2,191,216,849,308,19,"2,358"
2AE1962920A513A3E055000000000001,ED3409_27045,Belleville,231,324,29,584,30,0,1,0,0,2,1,33,36,0,103,33,0,2,0,0,3,5,51,32,2,128,63,0,3,0,0,5,6,84,68,2,231
2AE1962920CB13A3E055000000000001,ED3409_27046,An Carn M�r,"1,436","1,007",35,"2,478",195,5,1,0,1,23,56,278,132,3,694,217,5,6,3,0,24,51,296,134,6,742,412,10,7,3,1,47,107,574,266,9,"1,436"
2AE1962920CC13A3E055000000000001,ED3409_27047,Ceathr� an Bhr�naigh (Part Rural),500,422,16,938,53,4,1,1,0,19,30,89,33,1,231,77,6,1,1,1,14,26,105,37,1,269,130,10,2,2,1,33,56,194,70,2,500
2AE1962920E213A3E055000000000001,ED3409_27048,Baile Chl�ir,"1,061",928,41,"2,030",153,6,4,1,1,17,39,204,82,4,511,169,8,3,2,1,24,49,194,98,2,550,322,14,7,3,2,41,88,398,180,6,"1,061"
2AE1962920F313A3E055000000000001,ED3409_27049,Clarinbridge,"1,749","1,541",43,"3,333",261,10,3,5,4,34,61,281,159,2,820,278,9,5,2,1,39,57,337,196,5,929,539,19,8,7,5,73,118,618,355,7,"1,749"
2AE19629230113A3E055000000000001,ED3409_27050,Deerpark,560,742,56,"1,358",88,2,1,0,1,6,19,73,67,2,259,105,1,1,4,1,6,20,105,56,2,301,193,3,2,4,2,12,39,178,123,4,560
2AE19629233813A3E055000000000001,ED3409_27051,Na Forbacha,925,413,24,"1,362",123,24,0,1,1,118,63,111,12,2,455,120,20,2,0,1,100,59,131,31,6,470,243,44,2,1,2,218,122,242,43,8,925
2AE19629233913A3E055000000000001,ED3409_27052,Galway Rural (Part Rural),72,74,0,146,9,1,0,0,0,5,2,13,4,0,34,5,1,0,0,0,3,4,18,7,0,38,14,2,0,0,0,8,6,31,11,0,72
2AE19629236913A3E055000000000001,ED3409_27053,�rainn,996,172,19,"1,187",119,58,1,0,0,298,23,15,2,3,519,104,62,0,0,0,263,15,26,3,4,477,223,120,1,0,0,561,38,41,5,7,996
2AE1962923A513A3E055000000000001,ED3409_27054,Cill Chuimin,"1,145",100,22,"1,267",126,57,2,0,0,337,18,20,0,11,571,124,64,0,1,0,318,41,19,1,6,574,250,121,2,1,0,655,59,39,1,17,"1,145"
2AE1962923A813A3E055000000000001,ED3409_27055,Cill Aithn�n,877,132,3,"1,012",79,52,0,0,0,239,31,26,3,6,436,86,82,2,0,0,191,36,31,5,8,441,165,134,2,0,0,430,67,57,8,14,877
2AE19629234E13A3E055000000000001,ED3409_27056,Leacach Beag,729,701,22,"1,452",124,5,2,0,2,3,20,107,69,2,334,113,3,3,1,1,15,28,149,81,1,395,237,8,5,1,3,18,48,256,150,3,729
2AE19629237E13A3E055000000000001,ED3409_27057,Liscananaun,680,786,11,"1,477",83,1,0,0,0,14,23,136,70,2,329,109,1,2,0,1,16,22,120,79,1,351,192,2,2,0,1,30,45,256,149,3,680
2AE19629237F13A3E055000000000001,ED3409_27058,Lis�n an Bhealaigh,504,486,22,"1,012",83,3,0,0,0,5,9,67,60,0,227,99,0,2,0,1,7,16,90,59,3,277,182,3,2,0,1,12,25,157,119,3,504
2AE1962922D113A3E055000000000001,ED3409_27059,Maigh Cuilinn,"1,240",801,16,"2,057",174,15,2,1,0,40,67,226,79,3,607,173,17,5,0,2,54,68,236,75,3,633,347,32,7,1,2,94,135,462,154,6,"1,240"
2AE1962922DF13A3E055000000000001,ED3409_27060,Oranmore,"1,887","2,126",78,"4,091",273,9,3,1,0,22,50,303,175,2,838,356,6,3,2,1,36,87,351,202,5,"1,049",629,15,6,3,1,58,137,654,377,7,"1,887"
2AE19629230913A3E055000000000001,ED3409_27061,Sailearna,"1,246",146,13,"1,405",123,94,1,0,0,315,38,27,2,6,606,132,116,2,0,0,318,33,30,2,7,640,255,210,3,0,0,633,71,57,4,13,"1,246"
2AE19629231913A3E055000000000001,ED3409_27062,Sliabh an Aonaigh,530,205,3,738,64,4,0,0,0,40,30,102,16,2,258,57,7,2,0,0,36,43,99,24,4,272,121,11,2,0,0,76,73,201,40,6,530
2AE19629231A13A3E055000000000001,ED3409_27063,An Spid�al,"1,160",219,14,"1,393",122,70,0,0,0,256,60,55,8,5,576,126,76,1,0,1,257,39,68,11,5,584,248,146,1,0,1,513,99,123,19,10,"1,160"
2AE19629232613A3E055000000000001,ED3409_27064,Stradbally,630,539,11,"1,180",119,1,0,0,2,7,20,93,58,0,300,115,1,0,0,2,10,16,116,67,3,330,234,2,0,0,4,17,36,209,125,3,630
2AE19629234013A3E055000000000001,ED3409_27065,Tulaigh Mhic Aodh�in,"1,144",813,28,"1,985",140,6,3,3,1,41,68,169,78,1,510,183,16,4,5,0,45,73,220,86,2,634,323,22,7,8,1,86,141,389,164,3,"1,144"
2AE19629205E13A3E055000000000001,ED3409_27066,Ballinastack,114,200,10,324,10,0,0,0,0,0,0,17,24,2,53,15,0,0,0,0,1,1,24,20,0,61,25,0,0,0,0,1,1,41,44,2,114
2AE19629207E13A3E055000000000001,ED3409_27067,Ballymoe,180,215,6,401,19,0,0,0,0,2,4,36,22,0,83,32,0,0,0,0,2,8,34,19,2,97,51,0,0,0,0,4,12,70,41,2,180
2AE19629208D13A3E055000000000001,ED3409_27068,Ballynakill,160,205,4,369,12,0,0,0,0,0,3,32,22,0,69,19,0,0,0,0,0,4,48,20,0,91,31,0,0,0,0,0,7,80,42,0,160
2AE1962920A713A3E055000000000001,ED3409_27069,Boyounagh,136,109,1,246,17,0,0,0,0,1,2,22,20,0,62,24,0,0,0,0,0,3,32,15,0,74,41,0,0,0,0,1,5,54,35,0,136
2AE1962922F013A3E055000000000001,ED3409_27070,Creggs,135,213,4,352,20,0,0,0,0,1,1,20,20,0,62,16,0,0,0,0,1,6,30,18,2,73,36,0,0,0,0,2,7,50,38,2,135
2AE1962922FF13A3E055000000000001,ED3409_27071,Curraghmore,66,94,1,161,10,0,0,0,0,0,2,10,8,0,30,13,0,0,0,0,0,1,12,10,0,36,23,0,0,0,0,0,3,22,18,0,66
2AE19629233A13A3E055000000000001,ED3409_27072,Glennamaddy,321,467,15,803,40,1,0,1,0,2,9,62,28,0,143,43,1,0,0,1,3,18,69,42,1,178,83,2,0,1,1,5,27,131,70,1,321
2AE19629236A13A3E055000000000001,ED3409_27073,Island,109,133,3,245,12,1,0,0,0,0,2,23,18,0,56,17,0,1,0,0,0,2,16,17,0,53,29,1,1,0,0,0,4,39,35,0,109
2AE1962923A313A3E055000000000001,ED3409_27074,Kilcroan,256,265,9,530,23,1,1,1,0,2,5,50,28,2,113,39,0,1,0,0,1,6,60,35,1,143,62,1,2,1,0,3,11,110,63,3,256
2AE19629234A13A3E055000000000001,ED3409_27075,Kiltullagh,79,133,0,212,6,1,0,1,0,1,2,13,11,0,35,15,1,0,0,0,1,0,16,11,0,44,21,2,0,1,0,2,2,29,22,0,79
2AE1962922F913A3E055000000000001,ED3409_27076,Raheen,155,284,16,455,24,0,0,0,0,0,2,26,15,1,68,33,0,0,2,0,0,2,27,23,0,87,57,0,0,2,0,0,4,53,38,1,155
2AE19629230813A3E055000000000001,ED3409_27077,Scregg,120,101,2,223,14,0,0,0,0,0,1,20,21,0,56,22,0,0,0,0,1,1,25,15,0,64,36,0,0,0,0,1,2,45,36,0,120
2AE19629230A13A3E055000000000001,ED3409_27078,Shankill,122,157,4,283,13,0,1,0,0,2,4,22,7,0,49,19,0,0,0,0,2,5,29,17,1,73,32,0,1,0,0,4,9,51,24,1,122
2AE19629232813A3E055000000000001,ED3409_27079,Templetogher,159,205,5,369,12,0,0,0,0,1,2,30,28,1,74,24,0,1,0,0,1,3,29,26,1,85,36,0,1,0,0,2,5,59,54,2,159
2AE19629233513A3E055000000000001,ED3409_27080,Toberroe,136,155,2,293,21,0,0,2,0,3,3,19,16,0,64,16,1,0,1,0,2,5,30,17,0,72,37,1,0,3,0,5,8,49,33,0,136
2AE19629205A13A3E055000000000001,ED3409_27081,Ardamullivan,245,321,12,578,28,1,1,0,0,4,3,44,24,0,105,39,2,1,0,0,4,5,58,29,2,140,67,3,2,0,0,8,8,102,53,2,245
2AE19629205B13A3E055000000000001,ED3409_27082,Ardrahan,263,275,10,548,47,0,0,1,0,1,12,35,30,0,126,41,1,0,0,0,4,3,49,38,1,137,88,1,0,1,0,5,15,84,68,1,263
2AE19629207413A3E055000000000001,ED3409_27083,Ballycahalan,81,129,1,211,15,0,0,0,0,0,4,13,4,1,37,18,0,0,1,0,0,3,13,9,0,44,33,0,0,1,0,0,7,26,13,1,81
2AE19629209913A3E055000000000001,ED3409_27084,Beagh,283,374,14,671,28,1,0,1,0,2,10,46,41,2,131,41,3,4,1,0,2,14,54,32,1,152,69,4,4,2,0,4,24,100,73,3,283
2AE1962920B213A3E055000000000001,ED3409_27085,Cahermore,256,238,9,503,42,0,0,0,0,3,3,41,31,0,120,43,0,0,1,0,4,8,51,28,1,136,85,0,0,1,0,7,11,92,59,1,256
2AE1962920C013A3E055000000000001,ED3409_27086,Cappard,31,61,1,93,5,1,0,0,0,1,2,5,3,0,17,1,2,0,0,0,0,1,7,3,0,14,6,3,0,0,0,1,3,12,6,0,31
2AE1962920E113A3E055000000000001,ED3409_27087,Castletaylor,290,300,6,596,45,1,0,0,1,2,8,46,26,1,130,51,0,0,0,0,8,11,58,30,2,160,96,1,0,0,1,10,19,104,56,3,290
2AE19629231E13A3E055000000000001,ED3409_27088,Doorus,373,404,3,780,63,4,0,0,1,7,10,57,32,0,174,71,2,0,0,0,9,10,68,38,1,199,134,6,0,0,1,16,20,125,70,1,373
2AE19629231F13A3E055000000000001,ED3409_27089,Drumacoo,572,743,8,"1,323",70,0,1,1,0,4,23,92,53,3,247,108,3,0,1,0,5,22,117,66,3,325,178,3,1,2,0,9,45,209,119,6,572
2AE19629234513A3E055000000000001,ED3409_27090,Gort,943,"1,831",119,"2,893",130,2,2,1,1,17,18,128,99,4,402,171,3,1,1,0,26,35,184,115,5,541,301,5,3,2,1,43,53,312,214,9,943
2AE19629237C13A3E055000000000001,ED3409_27091,Kilbeacanty,138,169,4,311,17,0,0,1,0,1,4,22,12,2,59,25,1,0,0,0,2,7,26,18,0,79,42,1,0,1,0,3,11,48,30,2,138
2AE1962922CE13A3E055000000000001,ED3409_27092,Killeely,796,848,7,"1,651",130,3,0,0,0,8,35,121,87,2,386,125,4,4,0,0,7,29,162,75,4,410,255,7,4,0,0,15,64,283,162,6,796
2AE1962922DA13A3E055000000000001,ED3409_27093,Killeenavarra,356,400,8,764,71,0,0,0,2,4,12,51,28,0,168,72,4,0,0,2,8,7,65,30,0,188,143,4,0,0,4,12,19,116,58,0,356
2AE1962922F513A3E055000000000001,ED3409_27094,Killinny,176,255,3,434,21,0,0,0,1,2,5,41,17,1,88,28,1,1,0,0,1,2,40,14,1,88,49,1,1,0,1,3,7,81,31,2,176
2AE19629233113A3E055000000000001,ED3409_27095,Kiltartan,373,393,27,793,51,1,0,3,0,1,6,61,38,3,164,68,2,0,1,0,6,17,67,48,0,209,119,3,0,4,0,7,23,128,86,3,373
2AE19629233C13A3E055000000000001,ED3409_27096,Kilthomas,36,41,2,79,5,0,0,0,0,0,1,8,4,0,18,4,0,0,0,0,0,0,9,3,2,18,9,0,0,0,0,0,1,17,7,2,36
2AE19629234B13A3E055000000000001,ED3409_27097,Kinvarra,681,750,30,"1,461",78,0,1,0,1,9,20,123,69,2,303,120,4,0,1,0,15,17,130,89,2,378,198,4,1,1,1,24,37,253,158,4,681
2AE1962922F813A3E055000000000001,ED3409_27098,Rahasane,180,144,4,328,25,1,0,0,0,3,3,34,17,0,83,24,0,0,0,0,3,6,43,21,0,97,49,1,0,0,0,6,9,77,38,0,180
2AE19629231813A3E055000000000001,ED3409_27099,Skehanagh,241,208,4,453,32,0,0,1,0,2,8,46,19,1,109,43,0,1,0,0,4,6,51,25,2,132,75,0,1,1,0,6,14,97,44,3,241
2AE19629204D13A3E055000000000001,ED3409_27100,Aille,197,176,4,377,32,1,1,0,0,3,5,26,27,3,98,29,3,0,0,0,2,6,29,29,1,99,61,4,1,0,0,5,11,55,56,4,197
2AE19629205013A3E055000000000001,ED3409_27101,Athenry,"2,128","2,888",125,"5,141",373,24,4,3,2,33,50,319,134,3,945,427,23,6,2,0,36,86,396,197,10,"1,183",800,47,10,5,2,69,136,715,331,13,"2,128"
