GUID,GEOGDESC,Speakers2006,Speakers2011,Speakers2016,Speakers2022
2ae19629-20b1-13a3-e055-000000000001,BUNOWEN,0.3547619047619048,0.31890660592255127,0.31007751937984496,0.3448275862068966
2ae19629-20f4-13a3-e055-000000000001,CLEGGAN,0.2907801418439716,0.32941176470588235,0.3053435114503817,0.2711267605633803
2ae19629-20f5-13a3-e055-000000000001,CLIFDEN,0.2906746031746032,0.34211609715932484,,0.3356236786469345
2ae19629-2300-13a3-e055-000000000001,Crump Island,0.3081395348837209,0.2540983606557377,0.380327868852459,0.4743083003952569
2ae19629-2314-13a3-e055-000000000001,DOONLOUGHAN,0.24,0.2840909090909091,0.3013698630136986,0.2967032967032967
2ae19629-232c-13a3-e055-000000000001,ERRISLANNAN,0.29017857142857145,0.33175355450236965,0.3065326633165829,0.3333333333333333
2ae19629-2367-13a3-e055-000000000001,ILLION,0.7978723404255319,0.7872340425531915,0.7692307692307693,0.6274509803921569
2ae19629-2368-13a3-e055-000000000001,INISHBOFIN,0.24870466321243523,0.2967741935483871,0.28104575163398693,0.35502958579881655
2ae19629-234c-13a3-e055-000000000001,KNOCKBOY,0.9099099099099099,0.8811630847029077,0.8987012987012987,0.8514851485148515
2ae19629-22dd-13a3-e055-000000000001,MOYRUS,0.5322128851540616,0.5849056603773585,0.5281899109792285,0.5962145110410094
2ae19629-22e1-13a3-e055-000000000001,OWENGOWLA,0.8976897689768977,0.8788927335640139,0.9130434782608695,0.8397212543554007
