GUID,GEOGID,GEOGDESC,T3_1YES,T3_1NO,T3_1NS,T3_1T,T3_2DIM,T3_2DIDOM,T3_2DIWOM,T3_2DILOOM,T3_2DINOM,T3_2DOESM,T3_2WOESM,T3_2LOOESM,T3_2NOESM,T3_2NSM,T3_2ALLM,T3_2DIF,T3_2DIDOF,T3_2DIWOF,T3_2DILOOF,T3_2DINOF,T3_2DOESF,T3_2WOESF,T3_2LOOESF,T3_2NOESF,T3_2NSF,T3_2ALLF,T3_2DIT,T3_2DIDOT,T3_2DIWOT,T3_2DILOOT,T3_2DINOT,T3_2DOEST,T3_2WOEST,T3_2LOOEST,T3_2NOEST,T3_2NST,T3_2ALLT
06698531-f7f7-4058-a15f-7d455ef0dd94,06698531-f7f7-4058-a15f-7d455ef0dd94,KILLINAGH/TEEBANE,54,72,11,137,3,0,0,0,0,1,1,7,10,1,23,10,0,0,0,0,1,2,7,11,0,31,13,0,0,0,0,2,3,14,21,1,54
2ae19629-16a3-13a3-e055-000000000001,2ae19629-16a3-13a3-e055-000000000001,BALLYBROPHY,87,115,13,215,13,0,0,0,0,0,3,15,12,3,46,10,0,0,0,0,0,1,17,13,0,41,23,0,0,0,0,0,4,32,25,3,87
2ae19629-16a6-13a3-e055-000000000001,2ae19629-16a6-13a3-e055-000000000001,BALLYLEHANE,79,103,16,198,9,0,0,0,0,1,1,10,15,1,37,17,0,0,0,0,0,1,13,11,0,42,26,0,0,0,0,1,2,23,26,1,79
2ae19629-16b6-13a3-e055-000000000001,2ae19629-16b6-13a3-e055-000000000001,DANGANS,518,874,81,1473,86,0,1,0,1,4,16,50,51,6,215,104,0,0,2,0,1,16,93,72,15,303,190,0,1,2,1,5,32,143,123,21,518
2ae19629-16cb-13a3-e055-000000000001,2ae19629-16cb-13a3-e055-000000000001,KILLABBAN,177,249,11,437,30,1,1,0,1,5,1,19,24,0,82,31,0,0,0,1,3,1,29,29,1,95,61,1,1,0,2,8,2,48,53,1,177
2ae19629-16d1-13a3-e055-000000000001,2ae19629-16d1-13a3-e055-000000000001,DUNMORE,120,145,13,278,12,0,0,0,0,0,3,23,11,1,50,22,0,1,0,0,0,6,28,12,1,70,34,0,1,0,0,0,9,51,23,2,120
2ae19629-16d5-13a3-e055-000000000001,2ae19629-16d5-13a3-e055-000000000001,ERRILL,170,239,9,418,17,1,0,0,0,0,2,18,20,1,59,35,0,4,1,0,0,6,36,25,4,111,52,1,4,1,0,0,8,54,45,5,170
2ae19629-16d6-13a3-e055-000000000001,2ae19629-16d6-13a3-e055-000000000001,FARNANS,85,112,4,201,17,0,0,0,0,0,2,8,11,1,39,11,0,0,0,0,0,4,16,13,2,46,28,0,0,0,0,0,6,24,24,3,85
23519126-bd85-4c40-a1e2-26c5d2b7e51c,23519126-bd85-4c40-a1e2-26c5d2b7e51c,ARIGNA/DRUMKEERAN/KILLARGA,206,377,20,603,21,0,2,0,0,3,4,40,23,2,95,29,0,1,0,0,2,4,47,25,3,111,50,0,3,0,0,5,8,87,48,5,206
2ae19629-16a2-13a3-e055-000000000001,2ae19629-16a2-13a3-e055-000000000001,BALLYBRITTAS,715,695,58,1468,116,0,2,0,1,2,16,94,102,3,336,99,4,1,0,0,2,22,121,127,3,379,215,4,3,0,1,4,38,215,229,6,715
2ae19629-16a7-13a3-e055-000000000001,2ae19629-16a7-13a3-e055-000000000001,BALLYLYNAN,596,831,44,1471,113,0,1,0,1,0,16,59,68,7,265,124,3,1,2,0,9,14,94,77,7,331,237,3,2,2,1,9,30,153,145,14,596
2ae19629-16af-13a3-e055-000000000001,2ae19629-16af-13a3-e055-000000000001,BALLYROAN,510,582,46,1138,68,0,2,0,0,2,14,64,58,4,212,102,3,2,1,0,7,19,88,71,5,298,170,3,4,1,0,9,33,152,129,9,510
2ae19629-16b0-13a3-e055-000000000001,2ae19629-16b0-13a3-e055-000000000001,BARROWHOUSE,252,247,6,505,36,1,0,0,3,0,3,32,34,4,113,54,1,0,0,2,0,8,43,29,2,139,90,2,0,0,5,0,11,75,63,6,252
2ae19629-16b1-13a3-e055-000000000001,2ae19629-16b1-13a3-e055-000000000001,BLANDSFORT,138,184,5,327,18,0,0,0,0,2,2,15,21,1,59,26,0,0,0,1,2,3,32,13,2,79,44,0,0,0,1,4,5,47,34,3,138
2ae19629-16ba-13a3-e055-000000000001,2ae19629-16ba-13a3-e055-000000000001,BORRIS-in-OSSORY,327,585,40,952,39,0,1,1,0,0,9,54,32,4,140,48,2,0,0,0,0,16,84,32,5,187,87,2,1,1,0,0,25,138,64,9,327
2ae19629-16c2-13a3-e055-000000000001,2ae19629-16c2-13a3-e055-000000000001,CLASH,136,214,13,363,24,0,0,1,0,1,2,20,14,1,63,25,0,0,0,0,0,3,25,16,4,73,49,0,0,1,0,1,5,45,30,5,136
21a09083-a130-47d2-8690-23338d5ecf18,21a09083-a130-47d2-8690-23338d5ecf18,CASTLETOWN (NORTH),887,2124,332,3343,114,1,4,0,0,5,22,134,107,14,401,159,1,2,1,0,7,20,152,128,16,486,273,2,6,1,0,12,42,286,235,30,887
2ae19629-16a1-13a3-e055-000000000001,2ae19629-16a1-13a3-e055-000000000001,BALLYADAMS,175,240,10,425,17,0,1,0,0,0,8,28,20,1,75,26,0,1,0,1,2,13,36,19,2,100,43,0,2,0,1,2,21,64,39,3,175
2ae19629-16a9-13a3-e055-000000000001,2ae19629-16a9-13a3-e055-000000000001,AGHMACART,173,173,17,363,23,2,0,1,0,0,11,22,18,2,79,28,0,1,0,0,2,9,32,22,0,94,51,2,1,1,0,2,20,54,40,2,173
2ae19629-16aa-13a3-e055-000000000001,2ae19629-16aa-13a3-e055-000000000001,ARDERIN,122,152,2,276,13,0,0,0,0,1,2,14,19,2,51,29,0,0,0,1,1,2,23,14,1,71,42,0,0,0,1,2,4,37,33,3,122
2ae19629-16b3-13a3-e055-000000000001,2ae19629-16b3-13a3-e055-000000000001,CULLAHILL,183,165,2,350,23,0,0,0,0,2,3,29,27,1,85,25,0,0,0,0,2,5,38,26,2,98,48,0,0,0,0,4,8,67,53,3,183
2ae19629-16bc-13a3-e055-000000000001,2ae19629-16bc-13a3-e055-000000000001,CAHER,53,55,0,108,7,0,0,1,0,0,1,2,7,2,20,13,0,0,0,0,0,0,11,6,3,33,20,0,0,1,0,0,1,13,13,5,53
2ae19629-16c3-13a3-e055-000000000001,2ae19629-16c3-13a3-e055-000000000001,CLONASLEE,332,542,50,924,35,0,0,0,0,1,4,40,51,6,137,57,0,0,0,0,5,8,69,51,5,195,92,0,0,0,0,6,12,109,102,11,332
2ae19629-16c5-13a3-e055-000000000001,2ae19629-16c5-13a3-e055-000000000001,CLONIN,98,126,12,236,10,1,0,0,0,0,1,20,11,3,46,15,0,0,0,0,1,8,18,9,1,52,25,1,0,0,0,1,9,38,20,4,98
2ae19629-16a5-13a3-e055-000000000001,2ae19629-16a5-13a3-e055-000000000001,BALLYFIN,321,344,17,682,48,0,4,0,1,2,2,46,33,2,138,57,2,2,0,0,7,7,60,44,4,183,105,2,6,0,1,9,9,106,77,6,321
2ae19629-16a8-13a3-e055-000000000001,2ae19629-16a8-13a3-e055-000000000001,ABBEYLEIX,1142,1624,116,2882,140,5,3,2,0,6,23,151,154,6,490,215,7,1,0,0,7,31,217,166,8,652,355,12,4,2,0,13,54,368,320,14,1142
2ae19629-16b4-13a3-e055-000000000001,2ae19629-16b4-13a3-e055-000000000001,CULLENAGH,61,75,13,149,9,0,0,0,1,1,0,7,3,1,22,16,0,0,0,1,0,0,13,8,1,39,25,0,0,0,2,1,0,20,11,2,61
2ae19629-16b7-13a3-e055-000000000001,2ae19629-16b7-13a3-e055-000000000001,DONAGHMORE,96,167,6,269,17,0,0,1,0,0,1,11,15,1,46,20,0,0,0,0,1,1,14,14,0,50,37,0,0,1,0,1,2,25,29,1,96
2ae19629-16b9-13a3-e055-000000000001,2ae19629-16b9-13a3-e055-000000000001,DOONANE,299,505,12,816,62,0,2,0,1,2,6,29,42,1,145,46,0,0,0,1,3,9,57,33,5,154,108,0,2,0,2,5,15,86,75,6,299
2ae19629-16be-13a3-e055-000000000001,2ae19629-16be-13a3-e055-000000000001,CAPPALOUGH,165,180,10,355,24,0,1,0,0,1,2,18,25,1,72,28,0,0,0,0,0,5,28,32,0,93,52,0,1,0,0,1,7,46,57,1,165
2ae19629-16bf-13a3-e055-000000000001,2ae19629-16bf-13a3-e055-000000000001,CARDTOWN,77,83,5,165,9,0,0,0,1,0,0,8,10,1,29,16,0,0,1,0,0,1,15,15,0,48,25,0,0,1,1,0,1,23,25,1,77
2ae19629-16c0-13a3-e055-000000000001,2ae19629-16c0-13a3-e055-000000000001,CASTLECUFFE,152,251,7,410,21,0,0,0,0,1,2,6,25,0,55,32,0,0,0,0,2,5,25,32,1,97,53,0,0,0,0,3,7,31,57,1,152
268c20e2-7574-4e64-ac7a-9383e368fcb7,268c20e2-7574-4e64-ac7a-9383e368fcb7,DERRYLEA/DERRYCUNLAGH,126,168,19,313,9,0,0,1,0,4,7,23,13,1,58,18,0,0,0,0,3,5,29,12,1,68,27,0,0,1,0,7,12,52,25,2,126
2ae19629-16ae-13a3-e055-000000000001,2ae19629-16ae-13a3-e055-000000000001,BALLINAKILL,317,460,25,802,59,0,1,0,0,2,2,33,47,2,146,57,1,0,0,0,0,5,66,41,1,171,116,1,1,0,0,2,7,99,88,3,317
2ae19629-16b2-13a3-e055-000000000001,2ae19629-16b2-13a3-e055-000000000001,BORRIS,535,981,211,1727,102,3,0,1,1,1,21,61,54,4,248,100,3,1,0,0,7,27,77,70,2,287,202,6,1,1,1,8,48,138,124,6,535
2ae19629-16b8-13a3-e055-000000000001,2ae19629-16b8-13a3-e055-000000000001,DONORE,228,235,8,471,24,0,0,1,0,0,3,33,31,9,101,41,1,2,2,0,1,9,43,21,7,127,65,1,2,3,0,1,12,76,52,16,228
2ae19629-16c6-13a3-e055-000000000001,2ae19629-16c6-13a3-e055-000000000001,CLONKEEN,327,332,17,676,31,3,2,1,0,1,6,32,51,2,129,54,8,0,1,0,4,20,60,45,6,198,85,11,2,2,0,5,26,92,96,8,327
2ae19629-16c9-13a3-e055-000000000001,2ae19629-16c9-13a3-e055-000000000001,COOLRAIN,128,181,3,312,17,0,1,0,0,1,3,17,18,0,57,14,0,0,1,0,2,2,26,26,0,71,31,0,1,1,0,3,5,43,44,0,128
2ae19629-16d4-13a3-e055-000000000001,2ae19629-16d4-13a3-e055-000000000001,EMO,477,750,62,1289,77,2,1,0,0,1,14,44,63,5,207,98,5,1,0,0,5,15,84,57,5,270,175,7,2,0,0,6,29,128,120,10,477
2ae19629-16d7-13a3-e055-000000000001,2ae19629-16d7-13a3-e055-000000000001,FOSSY,89,79,8,176,14,0,0,0,0,0,4,11,9,0,38,17,0,1,0,0,0,5,19,9,0,51,31,0,1,0,0,0,9,30,18,0,89
2ae19629-16a4-13a3-e055-000000000001,2ae19629-16a4-13a3-e055-000000000001,BALLYCARROLL,173,202,6,381,16,1,0,0,0,0,7,22,26,2,74,34,1,0,0,0,1,5,31,26,1,99,50,2,0,0,0,1,12,53,52,3,173
2ae19629-16ab-13a3-e055-000000000001,2ae19629-16ab-13a3-e055-000000000001,ARDOUGH,162,183,13,358,21,0,0,0,0,0,4,22,17,5,69,22,0,2,0,0,2,4,28,33,2,93,43,0,2,0,0,2,8,50,50,7,162
2ae19629-16ac-13a3-e055-000000000001,2ae19629-16ac-13a3-e055-000000000001,ARLESS,171,185,39,395,26,1,0,0,0,0,4,19,19,2,71,25,1,0,1,0,0,6,40,24,3,100,51,2,0,1,0,0,10,59,43,5,171
2ae19629-16ad-13a3-e055-000000000001,2ae19629-16ad-13a3-e055-000000000001,BALLICKMOYLER,330,427,53,810,37,0,2,0,0,4,9,52,36,2,142,51,1,1,0,0,5,14,70,45,1,188,88,1,3,0,0,9,23,122,81,3,330
2ae19629-16b5-13a3-e055-000000000001,2ae19629-16b5-13a3-e055-000000000001,CURRACLONE,107,146,5,258,16,0,0,0,0,1,3,14,14,1,49,25,0,0,0,0,2,1,15,14,1,58,41,0,0,0,0,3,4,29,28,2,107
2ae19629-16c1-13a3-e055-000000000001,2ae19629-16c1-13a3-e055-000000000001,CASTLETOWN,360,433,12,805,35,0,1,1,1,3,5,46,44,6,142,64,1,0,1,0,7,13,64,63,5,218,99,1,1,2,1,10,18,110,107,11,360
2ae19629-16ca-13a3-e055-000000000001,2ae19629-16ca-13a3-e055-000000000001,CUFFSBOROUGH,149,190,5,344,20,0,0,0,0,0,1,17,17,3,58,29,0,0,1,0,0,4,32,22,3,91,49,0,0,1,0,0,5,49,39,6,149
2ae19629-16cd-13a3-e055-000000000001,2ae19629-16cd-13a3-e055-000000000001,KILMULLEN,253,305,25,583,35,0,0,0,0,0,3,50,28,1,117,34,0,0,0,0,1,10,59,30,2,136,69,0,0,0,0,1,13,109,58,3,253
2ae19629-16da-13a3-e055-000000000001,2ae19629-16da-13a3-e055-000000000001,GRAIGUE RURAL,1860,2813,477,5150,293,9,2,4,0,12,47,226,188,11,792,380,14,3,1,2,17,55,315,264,17,1068,673,23,5,5,2,29,102,541,452,28,1860
2ae19629-16e2-13a3-e055-000000000001,2ae19629-16e2-13a3-e055-000000000001,LUGGACURREN,156,150,16,322,16,0,0,1,0,0,0,22,27,1,67,29,3,0,0,0,1,8,31,16,1,89,45,3,0,1,0,1,8,53,43,2,156
2ae19629-16e3-13a3-e055-000000000001,2ae19629-16e3-13a3-e055-000000000001,RATHSARAN,230,340,7,577,29,0,0,0,0,0,13,26,29,2,99,37,1,0,0,0,0,8,46,39,0,131,66,1,0,0,0,0,21,72,68,2,230
2ae19629-16e5-13a3-e055-000000000001,2ae19629-16e5-13a3-e055-000000000001,ROSENALLIS,181,246,8,435,26,2,0,0,0,0,3,24,18,2,75,29,1,0,0,0,2,10,34,28,2,106,55,3,0,0,0,2,13,58,46,4,181
2ae19629-16ed-13a3-e055-000000000001,2ae19629-16ed-13a3-e055-000000000001,MOUNTMELLICK RURAL,419,609,32,1060,56,1,2,0,0,4,8,65,49,5,190,58,1,0,1,0,1,17,98,49,4,229,114,2,2,1,0,5,25,163,98,9,419
2ae19629-16f5-13a3-e055-000000000001,2ae19629-16f5-13a3-e055-000000000001,PORTLAOIGHISE RURAL,5646,9609,1466,16721,931,12,9,8,3,44,160,836,573,59,2635,1085,27,20,10,2,57,152,909,683,66,3011,2016,39,29,18,5,101,312,1745,1256,125,5646
2ae19629-1719-13a3-e055-000000000001,2ae19629-1719-13a3-e055-000000000001,CARRIGALLEN EAST,95,187,9,291,8,0,0,0,0,1,0,15,15,5,44,18,0,0,0,0,0,1,16,14,2,51,26,0,0,0,0,1,1,31,29,7,95
2ae19629-1733-13a3-e055-000000000001,2ae19629-1733-13a3-e055-000000000001,GLENBOY,116,108,4,228,11,0,0,0,0,0,2,13,21,1,48,14,0,0,0,0,0,4,21,29,0,68,25,0,0,0,0,0,6,34,50,1,116
2ae19629-16c4-13a3-e055-000000000001,2ae19629-16c4-13a3-e055-000000000001,CLONDARRIG,912,1569,138,2619,190,2,1,1,0,5,15,94,94,8,410,224,4,1,1,1,6,18,134,106,7,502,414,6,2,2,1,11,33,228,200,15,912
2ae19629-16c7-13a3-e055-000000000001,2ae19629-16c7-13a3-e055-000000000001,CLONMORE,76,129,4,209,13,0,0,0,0,0,2,10,12,0,37,10,0,0,0,0,1,2,13,13,0,39,23,0,0,0,0,1,4,23,25,0,76
2ae19629-16ce-13a3-e055-000000000001,2ae19629-16ce-13a3-e055-000000000001,KILMURRY,119,170,8,297,18,0,0,0,0,0,5,12,19,0,54,22,1,0,0,0,1,2,20,18,1,65,40,1,0,0,0,1,7,32,37,1,119
2ae19629-16d3-13a3-e055-000000000001,2ae19629-16d3-13a3-e055-000000000001,DYSARTGALLEN,99,148,13,260,11,2,0,0,0,1,2,7,19,1,43,15,2,0,0,0,2,4,18,14,1,56,26,4,0,0,0,3,6,25,33,2,99
2ae19629-16db-13a3-e055-000000000001,2ae19629-16db-13a3-e055-000000000001,GRANTSTOWN,156,213,7,376,27,0,0,0,0,0,2,17,23,3,72,34,0,0,0,0,1,2,28,19,0,84,61,0,0,0,0,1,4,45,42,3,156
2ae19629-16e0-13a3-e055-000000000001,2ae19629-16e0-13a3-e055-000000000001,KYLE SOUTH,133,140,13,286,11,0,0,0,0,0,3,19,17,1,51,22,0,0,0,0,0,8,31,19,2,82,33,0,0,0,0,0,11,50,36,3,133
2ae19629-16e6-13a3-e055-000000000001,2ae19629-16e6-13a3-e055-000000000001,ROSSMORE,218,214,17,449,34,1,1,0,0,4,8,24,22,2,96,43,0,0,1,0,4,4,42,27,1,122,77,1,1,1,0,8,12,66,49,3,218
2ae19629-16ef-13a3-e055-000000000001,2ae19629-16ef-13a3-e055-000000000001,MOUNTRATH,887,1464,206,2557,126,1,2,0,0,6,15,118,102,4,374,148,5,3,0,0,9,23,158,153,14,513,274,6,5,0,0,15,38,276,255,18,887
2ae19629-16d2-13a3-e055-000000000001,2ae19629-16d2-13a3-e055-000000000001,DURROW,509,690,126,1325,77,2,2,0,2,2,17,49,67,4,222,79,2,2,1,0,4,10,107,76,6,287,156,4,4,1,2,6,27,156,143,10,509
2ae19629-16d9-13a3-e055-000000000001,2ae19629-16d9-13a3-e055-000000000001,GRAIGUE,89,161,5,255,12,0,0,0,0,0,0,18,11,0,41,13,0,0,0,0,1,0,17,17,0,48,25,0,0,0,0,1,0,35,28,0,89
2ae19629-16dd-13a3-e055-000000000001,2ae19629-16dd-13a3-e055-000000000001,KILCOKE,44,91,0,135,5,0,0,0,0,1,1,7,5,0,19,6,0,0,0,0,1,1,10,7,0,25,11,0,0,0,0,2,2,17,12,0,44
2ae19629-16df-13a3-e055-000000000001,2ae19629-16df-13a3-e055-000000000001,KILDELLIG,120,157,9,286,10,0,0,0,0,1,1,17,26,1,56,12,0,0,0,0,2,2,23,22,3,64,22,0,0,0,0,3,3,40,48,4,120
2ae19629-16e4-13a3-e055-000000000001,2ae19629-16e4-13a3-e055-000000000001,REARYMORE,97,191,12,300,15,0,0,0,0,0,1,13,3,1,33,25,0,0,0,2,0,6,20,11,0,64,40,0,0,0,2,0,7,33,14,1,97
2ae19629-16e7-13a3-e055-000000000001,2ae19629-16e7-13a3-e055-000000000001,SALLYFORD,287,277,27,591,35,0,2,0,1,1,5,34,41,3,122,60,4,2,0,0,2,9,44,40,4,165,95,4,4,0,1,3,14,78,81,7,287
2ae19629-16ec-13a3-e055-000000000001,2ae19629-16ec-13a3-e055-000000000001,MONEYMORE,67,68,0,135,6,0,0,0,0,0,1,6,12,3,28,12,2,1,0,0,0,3,13,8,0,39,18,2,1,0,0,0,4,19,20,3,67
2ae19629-16f2-13a3-e055-000000000001,2ae19629-16f2-13a3-e055-000000000001,NEWTOWN,102,201,15,318,13,0,0,0,0,1,0,10,15,0,39,27,0,0,0,0,1,3,17,15,0,63,40,0,0,0,0,2,3,27,30,0,102
2ae19629-16c8-13a3-e055-000000000001,2ae19629-16c8-13a3-e055-000000000001,COLT,81,90,5,176,5,0,0,0,0,0,0,22,13,0,40,6,0,1,0,0,0,0,24,9,1,41,11,0,1,0,0,0,0,46,22,1,81
2ae19629-16cc-13a3-e055-000000000001,2ae19629-16cc-13a3-e055-000000000001,KILLERMOGH,128,203,14,345,12,0,0,0,0,1,6,20,19,2,60,18,1,0,0,0,1,6,26,15,1,68,30,1,0,0,0,2,12,46,34,3,128
2ae19629-16d0-13a3-e055-000000000001,2ae19629-16d0-13a3-e055-000000000001,KYLE,93,125,2,220,8,0,0,0,0,2,2,15,11,0,38,19,1,0,0,0,3,7,17,8,0,55,27,1,0,0,0,5,9,32,19,0,93
2ae19629-16de-13a3-e055-000000000001,2ae19629-16de-13a3-e055-000000000001,KILCOLMANBANE,308,287,14,609,38,1,0,0,0,2,6,44,42,4,137,55,1,2,0,1,3,8,46,53,2,171,93,2,2,0,1,5,14,90,95,6,308
2ae19629-16e1-13a3-e055-000000000001,2ae19629-16e1-13a3-e055-000000000001,LACKA,110,183,5,298,17,0,0,0,0,0,0,16,12,2,47,19,1,0,0,0,1,7,21,13,1,63,36,1,0,0,0,1,7,37,25,3,110
2ae19629-16e9-13a3-e055-000000000001,2ae19629-16e9-13a3-e055-000000000001,MARYMOUNT,69,73,2,144,12,1,0,0,0,0,1,13,7,0,34,13,0,0,0,0,1,0,14,7,0,35,25,1,0,0,0,1,1,27,14,0,69
2ae19629-16ea-13a3-e055-000000000001,2ae19629-16ea-13a3-e055-000000000001,MEELICK,179,223,11,413,30,0,1,0,0,0,2,17,23,2,75,36,0,0,0,0,2,2,28,34,2,104,66,0,1,0,0,2,4,45,57,4,179
2ae19629-16fd-13a3-e055-000000000001,2ae19629-16fd-13a3-e055-000000000001,BARNAMEENAGH,49,100,0,149,8,1,0,0,0,0,0,7,9,0,25,3,0,0,0,0,2,1,11,7,0,24,11,1,0,0,0,2,1,18,16,0,49
2ae19629-16e8-13a3-e055-000000000001,2ae19629-16e8-13a3-e055-000000000001,SHAEN,434,514,23,971,60,2,1,0,0,1,8,44,63,7,186,80,4,0,1,0,3,12,79,64,5,248,140,6,1,1,0,4,20,123,127,12,434
2ae19629-16f1-13a3-e055-000000000001,2ae19629-16f1-13a3-e055-000000000001,NEALSTOWN,42,43,3,88,8,0,0,0,0,0,0,7,5,0,20,9,0,0,0,0,0,0,10,3,0,22,17,0,0,0,0,0,0,17,8,0,42
2ae19629-16f3-13a3-e055-000000000001,2ae19629-16f3-13a3-e055-000000000001,O'MORESFOREST,220,273,4,497,32,1,2,0,0,0,6,30,31,1,103,33,2,1,0,0,0,8,35,35,3,117,65,3,3,0,0,0,14,65,66,4,220
2ae19629-16f4-13a3-e055-000000000001,2ae19629-16f4-13a3-e055-000000000001,PORTARLINGTON SOUTH,2580,4483,504,7567,422,4,3,3,2,14,59,341,279,29,1156,523,4,4,4,0,12,77,408,371,21,1424,945,8,7,7,2,26,136,749,650,50,2580
2ae19629-16f8-13a3-e055-000000000001,2ae19629-16f8-13a3-e055-000000000001,RATHASPICK,105,160,4,269,9,0,0,0,0,1,3,18,9,2,42,20,0,0,0,0,0,8,26,8,1,63,29,0,0,0,0,1,11,44,17,3,105
2ae19629-1704-13a3-e055-000000000001,2ae19629-1704-13a3-e055-000000000001,TINNAHINCH,66,89,15,170,10,0,0,0,0,0,0,11,6,1,28,8,0,0,0,0,0,1,16,13,0,38,18,0,0,0,0,0,1,27,19,1,66
2ae19629-1707-13a3-e055-000000000001,2ae19629-1707-13a3-e055-000000000001,VICARSTOWN,88,98,2,188,10,0,0,0,0,1,1,14,10,0,36,11,1,0,0,0,0,3,19,18,0,52,21,1,0,0,0,1,4,33,28,0,88
2ae19629-1708-13a3-e055-000000000001,2ae19629-1708-13a3-e055-000000000001,AGHACASHEL,30,50,0,80,5,0,0,0,0,0,0,4,3,0,12,5,0,0,0,0,0,1,5,7,0,18,10,0,0,0,0,0,1,9,10,0,30
2ae19629-16cf-13a3-e055-000000000001,2ae19629-16cf-13a3-e055-000000000001,KILNASEER,158,156,4,318,24,0,0,1,0,0,1,19,17,1,63,28,3,0,0,0,1,6,27,27,3,95,52,3,0,1,0,1,7,46,44,4,158
2ae19629-16d8-13a3-e055-000000000001,2ae19629-16d8-13a3-e055-000000000001,GARRYMORE,140,117,2,259,27,0,0,0,0,2,3,14,18,1,65,32,0,1,0,0,0,4,20,17,1,75,59,0,1,0,0,2,7,34,35,2,140
2ae19629-16dc-13a3-e055-000000000001,2ae19629-16dc-13a3-e055-000000000001,JAMESTOWN,236,247,26,509,35,0,0,1,0,2,7,28,39,1,113,38,0,0,0,0,2,7,39,35,2,123,73,0,0,1,0,4,14,67,74,3,236
2ae19629-16eb-13a3-e055-000000000001,2ae19629-16eb-13a3-e055-000000000001,MONEENALASSA,69,72,0,141,10,0,0,0,1,0,1,12,10,0,34,9,0,0,1,0,0,3,14,8,0,35,19,0,0,1,1,0,4,26,18,0,69
2ae19629-16ee-13a3-e055-000000000001,2ae19629-16ee-13a3-e055-000000000001,MOUNTMELLICK URBAN,1039,1869,146,3054,116,0,4,1,1,7,25,150,114,4,422,158,2,2,1,1,11,38,208,181,15,617,274,2,6,2,2,18,63,358,295,19,1039
2ae19629-16f0-13a3-e055-000000000001,2ae19629-16f0-13a3-e055-000000000001,MOYANNA,202,183,10,395,29,0,1,0,0,0,5,29,21,1,86,40,0,0,0,0,3,8,41,21,3,116,69,0,1,0,0,3,13,70,42,4,202
2ae19629-16fc-13a3-e055-000000000001,2ae19629-16fc-13a3-e055-000000000001,BALLINAMORE,533,656,65,1254,68,3,0,0,0,7,11,68,60,9,226,94,3,1,0,0,10,17,106,68,8,307,162,6,1,0,0,17,28,174,128,17,533
2ae19629-1700-13a3-e055-000000000001,2ae19629-1700-13a3-e055-000000000001,STRADBALLY,698,1106,58,1862,77,0,0,0,1,3,11,108,83,7,290,119,1,1,1,0,4,20,143,112,7,408,196,1,1,1,1,7,31,251,195,14,698
2ae19629-174a-13a3-e055-000000000001,2ae19629-174a-13a3-e055-000000000001,MOHER,99,107,5,211,12,0,1,0,0,1,3,17,13,1,48,10,3,2,0,0,1,3,15,14,3,51,22,3,3,0,0,2,6,32,27,4,99
2ae19629-1757-13a3-e055-000000000001,2ae19629-1757-13a3-e055-000000000001,ABBEYFEALE,933,1536,76,2545,104,2,0,1,0,11,19,133,116,15,401,133,2,0,1,0,10,29,185,162,10,532,237,4,0,2,0,21,48,318,278,25,933
2ae19629-175c-13a3-e055-000000000001,2ae19629-175c-13a3-e055-000000000001,ANGLESBOROUGH,132,181,21,334,17,0,1,0,0,0,2,20,17,3,60,21,0,2,0,0,0,2,25,20,2,72,38,0,3,0,0,0,4,45,37,5,132
2ae19629-175f-13a3-e055-000000000001,2ae19629-175f-13a3-e055-000000000001,BALLYAGRAN,199,278,12,489,15,0,0,0,0,0,3,41,27,6,92,21,3,0,0,1,3,4,40,31,4,107,36,3,0,0,1,3,7,81,58,10,199
2ae19629-1765-13a3-e055-000000000001,2ae19629-1765-13a3-e055-000000000001,CAHERCONLISH EAST,263,245,40,548,38,2,0,3,0,5,7,42,31,1,129,45,1,4,0,0,1,5,45,31,2,134,83,3,4,3,0,6,12,87,62,3,263
2ae19629-1768-13a3-e055-000000000001,2ae19629-1768-13a3-e055-000000000001,BALLYCUMMIN,7589,9870,1265,18724,1091,20,8,12,3,58,182,1085,875,77,3411,1268,38,14,13,3,89,233,1390,1030,100,4178,2359,58,22,25,6,147,415,2475,1905,177,7589
2ae19629-1769-13a3-e055-000000000001,2ae19629-1769-13a3-e055-000000000001,BALLYGRENNAN,111,161,10,282,16,0,0,0,0,0,3,17,12,2,50,15,1,0,0,0,0,5,24,16,0,61,31,1,0,0,0,0,8,41,28,2,111
2ae19629-1771-13a3-e055-000000000001,2ae19629-1771-13a3-e055-000000000001,BALLYVARRA,2075,1960,352,4387,262,7,4,1,0,18,37,342,271,23,965,301,15,4,1,2,30,52,403,286,16,1110,563,22,8,2,2,48,89,745,557,39,2075
2ae19629-16f6-13a3-e055-000000000001,2ae19629-16f6-13a3-e055-000000000001,PORTLAOIGHISE URBAN,1138,2298,358,3794,138,2,1,3,0,9,32,170,122,19,496,197,9,2,1,2,11,32,202,164,22,642,335,11,3,4,2,20,64,372,286,41,1138
2ae19629-16f7-13a3-e055-000000000001,2ae19629-16f7-13a3-e055-000000000001,RAHEEN,248,214,18,480,29,2,1,0,0,1,11,34,34,3,115,52,2,1,0,0,3,9,41,23,2,133,81,4,2,0,0,4,20,75,57,5,248
