,,,,,,,,
,,,,,,,,
Prob_Acquisition,,Abandonment Fraction,,,,,,
,,5.00E-07,1.00E-06,5.00E-06,1.00E-05,5.00E-05,0.0001,0.0005
,0.01,0.009663393,0.009663427,0.009663675,0.009663988,0.009666509,0.009669661,0.009684903
,0.015,0.009491995,0.009492047,0.009492442,0.009492935,0.009496901,0.009501854,0.009542121
,0.02,0.009487667,0.009487778,0.009488035,0.009488333,0.009491038,0.009494369,0.009520865
,0.025,0.009523571,0.009523604,0.009523873,0.009524208,0.009526912,0.009530333,0.009557171
,0.03,0.009759398,0.009759433,0.009759715,0.009760062,0.009762845,0.009766112,0.009793901
