Prob_Acquisition,0.0001,0.0005,0.001,0.005,0.007,0.008,0.01,0.015,0.02
0.0001,0.010289353833063475,0.010293813608425165,0.010324289214888175,0.010838814806547213,0.011091283135372585,0.011206792787055584,0.01146943439569726,0.011864432437765023,0.012495705605318324
0.0005,0.010251394449017558,0.010260745442715569,0.01028887438029319,0.010805542800655384,0.011059189068822872,0.011174853385879964,0.011441835980632859,0.011849969118294265,0.012485914762453003
0.001,0.010204116041631184,0.010218475615341942,0.010247535328364338,0.010764042641982,0.011019284801398962,0.011134972821307243,0.011407529986016652,0.011840357352945844,0.012472896556230675
0.005,0.009910978301432779,0.009926621180137329,0.00995017137087229,0.010433549603181873,0.010682532670087248,0.010816907145604968,0.011104928229115532,0.01162183072538257,0.012351067653117472
0.007,0.009809743466475217,0.009825407081218313,0.009844849979796842,0.010321349536435613,0.010557932333567782,0.01068335575980281,0.010988226858329697,0.011550223330999788,0.012324698665633241
0.008,0.009746065922174389,0.009775175023020388,0.009794559038985035,0.010258486105279884,0.010497452180971902,0.010618226361129638,0.010928904184230379,0.011515586437579514,0.012039248133900046
0.01,0.009669661118933536,0.009684903374379107,0.009713836219197825,0.010161755748283725,0.010400214374810505,0.010522155711326368,0.010834180671266649,0.011471793203297357,0.012014996089034648
0.015,0.0095018538267673,0.00954212137522777,0.009588140177531507,0.01003933569061537,0.010265114362697832,0.010378360063074138,0.010679327687033351,0.01144924768548423,0.011974723309693618
0.02,0.009494368635234935,0.009520865240219643,0.009554545186536175,0.0099914737166557,0.010190640963048999,0.010290530819572636,0.01058688236056771,0.011358433029696297,0.01201782038535141
